Query_ID,Generated_Query,Original_Title,Original_URL,Result_Rank,Result_Title,Result_URL,Result_Description,Search_Score,Is_Original_Match,Is_Title_Match,Is_URL_Match
,,,,7,Predicting the Effects of Holidays on Service,https://community.alteryx.com/t5/Data-Science/Predicting-the-Effects-of-Holidays-on-Service/ba-p/847820,Word cloud of issues reported to NYC s 311 service during Thanksgiving week of 2020 Notice the top left yikes Being able to predict this would help those taking the requests provide realistic forecasts of how long issues may take to address given the specifics of the case At that point you can make sure the data type is set correctly for each feature drop features you don t want and check out the overall health of your dataset,1.5049919,NO,NO,NO
,,,,8,Community Highlights & Release Notes October 2021,https://community.alteryx.com/t5/Alter-Nation/Community-Highlights-amp-Release-Notes-October-2021/ba-p/842580,The Data Science Mixer podcast highlighted how data science helps keep the supply chain moving and the Alter Everything podcast featured a story about Alteryx interns moving forward with their career paths Final Thoughts OK now that we've blown out the black flame candle turned Bette Midler into a statue in a graveyard and saved all the children of Salem it's time to call it a wrap on our October Highlights and Release Blog,1.4993027,NO,NO,NO
,,,,9,Tableau Tools,https://community.alteryx.com/t5/Community-Gallery/Tableau-Tools/ta-p/877902,Fixed issue where NULL numeric values were converted to 0 TPM-1546 Tableau shows NULL numeric values as 0 by default on dashboards Fixed issue where NULL string values were converted to empty string TPM-1528 Fixed issue where DATE was converted into STRING,1.4938397,NO,NO,NO
,,,,10,Weekly Challenge Index & Welcome Page 1,https://community.alteryx.com/t5/Weekly-Challenges/Weekly-Challenge-Index-amp-Welcome-Page-1/td-p/48275,Good Intermediate Parse Preparation Join Data Preparation Advanced 246 Rectangle Tangle Intermediate Spatial Preparation Join Macros Interface Advanced 247 Pairing Partners Intermediate Preparation Join Data Preparation Transform Advanced 248 Holidates Basic Preparation Data Analysis Join Core 249 Highlights,1.4914261,NO,NO,NO
5,Challenge 499 Waldo solution spoiler highlight,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1428234#M153931,1,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427917#M153897,My solution Spoiler Highlight to read,1.7376134,NO,YES,NO
,,,,2,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427773#M153882,499 Spoiler Highlight to read,1.7103271,NO,YES,NO
,,,,3,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427897#M153895,Spoiler Highlight to read,1.7102451,NO,YES,NO
,,,,4,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427600#M153840,My solution I created the Iterative macro that the workflow will stop when it finds the result Spoiler Highlight to read,1.7078284,NO,YES,NO
,,,,5,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427592#M153838,All My solution Spoiler Highlight to read,1.7072003,NO,YES,NO
,,,,6,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427326#M153781,Spoiler Highlight to read,1.7051443,NO,YES,NO
,,,,7,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427500#M153815,Spoiler Highlight to read,1.7051443,NO,YES,NO
,,,,8,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427581#M153836,Spoiler Highlight to read,1.7051443,NO,YES,NO
,,,,9,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427780#M153883,Spoiler Highlight to read,1.7051443,NO,YES,NO
,,,,10,Re Challenge 499 Where is Waldo,https://community.alteryx.com/t5/Weekly-Challenges/Challenge-499-Where-is-Waldo/m-p/1427399#M153798,Here is my solution,1.7031857,NO,YES,NO
6,Alteryx CMD tool write access folder issue,Re Creating a new folder using text boxes and action tools,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Creating-a-new-folder-using-text-boxes-and-action-tools/m-p/1428223#M353121,1,Intermittent failures to write into shared folder,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Intermittent-failures-to-write-into-shared-folder/td-p/1033071,Hello I have issues with writing files into a shared folder Alteryx Server keeps throwing intermittent access errors that seemingly happen at random times My setup Shared folder and Alteryx Server are are on different machines A test workflow was scheduled every 3minutes to attempt and write a xlsx file Basically trying to figure out where to start the investigation here Are there any things th,1.679144,NO,NO,NO
,,,,2,Reading Writing to Network Folders with Alteryx Server,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Reading-Writing-to-Network-Folders-with-Alteryx-Server/td-p/593741,Update About 5 minutes after finishing this post I somehow stumbled upon this post that I somehow had not seen before Solved Write from Alteryx Gallery Server to Shared folder Attempted Solution 3 After further discussion with our IT Department we figured out that the user that was set up to run our workflows in the Gallery was not given permission to access any folders that we had solved the issue but unfortunately we,1.6722714,NO,NO,NO
,,,,3,The process cannot access the file because it is being used by another process,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/The-process-cannot-access-the-file-because-it-is-being-used-by/td-p/806556,a block tool is not the issue here I've had an Alteryx workflow scheduled with the scheduler for a long time now Recently I've been getting the same error each night when trying to write out,1.6682513,NO,NO,NO
,,,,4,Output Excel File from Server to Network Drive,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Output-Excel-File-from-Server-to-Network-Drive/td-p/595626,Evidently the Alteryx Server does not have the proper permissions to access the folder to which I'm writing I get an Access is denied error when I run on the server,1.6622949,NO,NO,NO
,,,,5,File Browse on Output causing Alteryx Server Access Issue,https://community.alteryx.com/t5/Alteryx-Server-Discussions/File-Browse-on-Output-causing-Alteryx-Server-Access-Issue/td-p/652670,I am having an issue when running a workflow from the Alteryx Server with the following attributes - Using a credential to access shared folders - File Browse tool on the Output The error claims there is an access issue related to the Output Data tool and the file path is to a temporary folder,1.658331,NO,NO,NO
,,,,6,Re Workflow issue Invalid Directory G,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Workflow-issue-Invalid-Directory-G/m-p/1413365#M17495,Hi Bhanuares Verify that the file is specified correctly in the tool Check that the file is in the expected location Verify that the file name has been specified accurately including file type extension Make sure that Alteryx is configured to have access to the location,1.6553472,NO,NO,NO
,,,,7,Write from Alteryx Gallery Server to Shared folder,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Write-from-Alteryx-Gallery-Server-to-Shared-folder/td-p/555294,I have a question about running jobs on Alteryx Gallery Server My workflow includes an output tool to a shared folder however when run it's outputted on a different path Please see screenshot 1,1.6514653,NO,NO,NO
,,,,8,Create Folder Path,https://community.alteryx.com/t5/Community-Gallery/Create-Folder-Path/ta-p/928839,Creating folder structures is about the last thing left for Alteryx to automate until now I've faced this issue a couple of times,1.6484284,NO,NO,NO
,,,,9,Output Tool Error Unable to write file for write,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Output-Tool-Error-Unable-to-write-file-for-write/td-p/1293094,The process cannot access the file because it is being used by another process 32 filename is complete path of the file I am getting the error only after I upgraded Alteryx Have tried checking unchecking AMG Engine option Is there any workaround to resolve the issue,1.6470213,NO,NO,NO
,,,,10,Shared Drive Error Error creating the file The process cannot access the file 32,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Shared-Drive-Error-quot-Error-creating-the-file-The-process/td-p/1006719,I'm getting an error in Alteryx and I'm hoping someone might have some ideas on how to fix this I'm trying to use blob tools to read in an Excel template and write a copy of that template Saving the copy of the template in a different shared drive folder than the original template 2 It looks like the blob output tool is writing the copy of the template at the same time as the blob input is still reading the template in whic,1.6464823,NO,NO,NO
7,Alteryx trial download business email issue,Re Cannot Download Alteryx,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Cannot-Download-Alteryx/m-p/1428221#M353120,1,Can't download Alteryx designer without a business email,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Can-t-download-Alteryx-designer-without-a-business-email/td-p/752553,Hi there I am trying to download Alteryx designer free trial the website says 1 month but it will not accept my personal email address Asking me for a business email which I don't have as I'm between jobs Any help will be much appreciated,2.2197378,NO,NO,NO
,,,,2,Cannot Download Alteryx Designer 30-Day Trial without business email,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Cannot-Download-Alteryx-Designer-30-Day-Trial-without-business/td-p/906378,If anyone can assist when I try to sign up for the free 30-day trial it requires a business email that I have entered Thank you in advance,2.198527,NO,NO,NO
,,,,3,Re Can't download Alteryx designer without a business email,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Can-t-download-Alteryx-designer-without-a-business-email/m-p/753041#M181014,Hi Mamsharmaalteryx You should look into the Alteryx ADAPT program It's designed for new grads or people between jobs looking to boost their analytics skills You get a 3 month trial license which can be extended another 3 months if you pass your core certification exam Dan,2.1842325,NO,NO,NO
,,,,4,Re Can't download Alteryx designer without a business email,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Can-t-download-Alteryx-designer-without-a-business-email/m-p/1426820#M352903,Can any one suggest how can I download Alteryx Designer for learning purpose Would like to improve skill set,2.1172967,NO,NO,NO
,,,,5,Alteryx designer download,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Alteryx-designer-download/td-p/1356679,I am unable to download the trial version without a business email,1.7820449,NO,NO,NO
,,,,6,Error in downloading trial version,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Error-in-downloading-trial-version/td-p/1263383,Hello - I am not able to download alteryx trial version in my personal laptop Stuck on attached screen - Add user details I am adding my office email address and getting error message please add your business Email Any help would be appriciated,1.7210554,NO,NO,NO
,,,,7,Desktop trial - business mail,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Desktop-trial-business-mail/td-p/1339003,I'm trying to download the free trial of Alteryx designer desktop version website says 1 month but it won't accept my business email with company domain - format - companyA ua Any help would be greatly appreciated,1.7154317,NO,NO,NO
,,,,8,URGENT Trial Account Not Working Cannot Access Alteryx,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/URGENT-Trial-Account-Not-Working-Cannot-Access-Alteryx/td-p/1398506,Dear Alteryx Support I m facing serious issues accessing my Alteryx Designer Free Trial I initially signed up using my email en22it301084 medicaps ac in but I didn t receive any confirmation email When I try to log in to Alteryx I get the message We can't seem to find your account,1.7125267,NO,NO,NO
,,,,9,Alteryx Free Trial,https://community.alteryx.com/t5/General-Discussions/Alteryx-Free-Trial/td-p/912799,Hey Guys Do we need a business email to avail of the free one-month trial because when I key in my personal email id it's not accepting it Please let me know what is to be done Thanks,1.7007728,NO,NO,NO
,,,,10,Error with downloading trial version,https://community.alteryx.com/t5/Alteryx-Server-Discussions/Error-with-downloading-trial-version/td-p/431279,Hello I receive the attached error when trying to download the trial version - have contacted local IT but looks like this is an Alteryx issue Has anyone else had this and if so what worked to get past it Thanks,1.6871628,NO,NO,NO
8,IBM DB2 ODBC OLEDB 64-bit driver connection setup,IBM DB2,https://help.alteryx.com/current/en/designer/data-sources/ibm-db2.html,1,IBM DB2,https://help.alteryx.com/current/en/designer/data-sources/ibm-db2.html,Connection TypeODBC and OLEDB 64 - bit Driver DetailsThe ODBC or OLEDB driver can be downloaded from IBM DB2 Type of SupportRead & WriteValidated On11 5 9Alteryx Tools Used to ConnectStandard Workflow Processing Input Data Tool Output Data ToolAdditional DetailsOLEDB has issues with NULL vs,1.7349354,YES,YES,YES
,,,,2,Microsoft Azure SQL Database,https://help.alteryx.com/current/en/designer/data-sources/microsoft-azure-sql-database.html,workflows In-Database processing requires 64 - bit database drivers Type of SupportRead & Write In-DatabaseValidated OnDatabase version 10 11 12 13Client version ODBC Driver 11 13 13 1 17 and 18 OleDB - SQL Server Native Client 10 11Alteryx Tools Used to ConnectStandard Workflow Processing,1.6436759,NO,NO,NO
,,,,3,Re IBM DB2 not showing from the ODBC dropdown,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/IBM-DB2-not-showing-from-the-ODBC-dropdown/m-p/1400664#M347357,Additionally please navigate to the Drivers tab in the 64 - bit ODBC Administrator and verify that the IBM DB2 ODBC Driver is present and matches the information referenced in the DSN You can also try checking your environment restrictions and running Alterryx as an admin if possible Have you tried using the Input Data tool with ODBC as the data source If DSNs still do not appear you ca,1.6329527,NO,YES,NO
,,,,4,Connect In-DB with 32 bit data source,https://community.alteryx.com/t5/Alteryx-Designer-Desktop-Discussions/Connect-In-DB-with-32-bit-data-source/td-p/311666,Hi I used to connect to a 32- bit data source ODBC via Input Data and it worked perfectly DRIVER Oracle in OraClient12Home1_32bit Now I would like to use same connection with Connect In-db but I don't how to proceed I'm receiving the below error message after connection is setup,1.6250339,NO,NO,NO
,,,,5,Oracle,https://help.alteryx.com/current/en/designer/data-sources/oracle.html,Tool Data Stream In ToolConnecting to OracleFor connection instructions go to Connect to an Oracle Database Version 10 02 00 01 64 - bit OLEDB provider had issues with FIXED DECIMAL and OLEDB connection,1.6249576,NO,NO,NO
,,,,6,MySQL,https://help.alteryx.com/current/en/designer/data-sources/mysql.html,In ToolLimitationsDatabase Version 5 1Maximum Columns In Table 4096Maximum Column Name Length 64 CharactersMaximum Row Size 65535 Bytes does not include LOB size ODBC Version 5 01 04 00 32- and 64 - bit Fixed Numeric is transported as a SQL_C_CHAR SQL_NUMERIC not supported Known bug with BIT datatypes,1.6248883,NO,NO,NO
,,,,7,Apache Hive,https://help.alteryx.com/current/en/designer/data-sources/apache-hive.html,You can either set hive resultset use unique column names to false as a Server Side Property either in ODBC Driver DSN Setup or ODBC Driver Configuration Or you can add a connection string parameter EnableUniqueColumnName 0,1.6200379,NO,NO,NO
,,,,8,32bit Oracle input - saving on server not working,https://community.alteryx.com/t5/Alteryx-Server-Discussions/32bit-Oracle-input-saving-on-server-not-working/td-p/413038,Does anyone know how to setup 64 and 32 bit oracle drivers at the same time,1.6185153,NO,NO,NO
